incident_id,description,severity
2664,An incident of honor killing involving a single mother was reported at a police station in Jharkhand.,High
2665,A female police officer faced forced begging in a slum area of Dharavi.,Medium
2666,A domestic worker was subjected to human trafficking on a crowded bus in Bengaluru.,High
2667,A working woman faced human trafficking at a police station in Jharkhand.,High
2668,An incident of discrimination involving a young girl was reported inside a government office in Chennai.,Medium
2669,A married woman was subjected to neglect near a railway station in Mumbai.,Low
2670,A complaint was lodged about eve-teasing targeting a working woman in a busy market in Kolkata.,Medium
2671,"Human trafficking case recorded on a crowded bus in Bengaluru, impacting a married woman.",High
2672,"Domestic violence case recorded inside a hostel in Punjab, impacting a female police officer.",Medium
2673,An incident of eve-teasing involving a working woman was reported on a deserted road in Bihar.,Medium
2674,An incident of chain snatching involving a widow was reported at a metro station in Delhi.,Low
2675,An incident of public indecency involving a child was reported in a mall in Pune.,Medium
2676,An incident of illegal detention involving a child was reported in an apartment complex in Kerala.,Low
2677,"Dowry harassment case recorded on a footbridge in Assam, impacting a young girl.",Medium
2678,"Domestic violence case recorded in a public park in Chandigarh, impacting a teenage student.",Medium
2679,An incident of human trafficking involving a young girl was reported in a village in Uttar Pradesh.,High
2680,An incident of human trafficking involving a domestic worker was reported outside a temple in Varanasi.,High
2681,A single mother was subjected to eve-teasing near a railway station in Mumbai.,Medium
2682,A complaint was lodged about rape attempt targeting a child in a mall in Pune.,High
2683,"Illegal detention case recorded outside a temple in Varanasi, impacting a domestic worker.",Low
2684,A married woman faced stalking on a crowded bus in Bengaluru.,Medium
2685,A complaint was lodged about fraud targeting a female traveler at a cinema hall in Gujarat.,Low
2686,A complaint was lodged about forced begging targeting a married woman in a mall in Pune.,Low
2687,A married woman faced eve-teasing on a footbridge in Assam.,Medium
2688,A female police officer faced molestation inside a government office in Chennai.,High
2689,An incident of illegal detention involving a young girl was reported in an apartment complex in Kerala.,Low
2690,A working woman faced honor killing in an apartment complex in Kerala.,High
2691,"Domestic violence case recorded outside a temple in Varanasi, impacting a domestic worker.",Low
2692,"Neglect case recorded in a school in Hyderabad, impacting a married woman.",Medium
2693,"Fraud case recorded on a deserted road in Bihar, impacting a female traveler.",Medium
2694,A complaint was lodged about fraud targeting a woman in distress in an apartment complex in Kerala.,Medium
2695,An incident of human trafficking involving a married woman was reported on a footbridge in Assam.,High
2696,A child was subjected to harassment inside a government office in Chennai.,Medium
2697,"Illegal detention case recorded in a public park in Chandigarh, impacting a teenage student.",Low
2698,An incident of molestation involving a married woman was reported near a railway station in Mumbai.,High
2699,"Cyberbullying case recorded at an IT park in Noida, impacting a widow.",Medium
2700,An incident of acid attack involving a domestic worker was reported near a highway toll booth in Rajasthan.,High
2701,A domestic worker was subjected to rape attempt inside a hostel in Punjab.,High
2702,An incident of kidnapping involving a widow was reported in a slum area of Dharavi.,High
2703,A complaint was lodged about cyberbullying targeting a working woman in a village in Uttar Pradesh.,Medium
2704,A complaint was lodged about harassment targeting a woman in distress inside a hostel in Punjab.,Medium
2705,A single mother was subjected to eve-teasing near a highway toll booth in Rajasthan.,Medium
2706,"Threatening behavior case recorded at a police station in Jharkhand, impacting a young girl.",Medium
2707,"Child marriage case recorded in a mall in Pune, impacting a child.",High
2708,A young girl faced stalking in a village in Uttar Pradesh.,Medium
2709,"Discrimination case recorded at an IT park in Noida, impacting a married woman.",Medium
2710,An incident of cyberbullying involving a domestic worker was reported in a mall in Pune.,Medium
2711,"Rape attempt case recorded near a coaching center in Kota, impacting a domestic worker.",High
2712,A widow faced physical assault near a railway station in Mumbai.,High
2713,An incident of eve-teasing involving a woman in distress was reported near a railway station in Mumbai.,Medium
2714,An incident of verbal abuse involving a woman in distress was reported inside a hostel in Punjab.,Medium
2715,"Neglect case recorded in a public park in Chandigarh, impacting a female police officer.",Medium
2716,A complaint was lodged about verbal abuse targeting a widow at an IT park in Noida.,Low
2717,A married woman faced illegal detention outside a temple in Varanasi.,Medium
2718,"Verbal abuse case recorded inside a government office in Chennai, impacting a working woman.",Low
2719,"Chain snatching case recorded in a public park in Chandigarh, impacting a widow.",Medium
2720,A young girl faced illegal detention in an apartment complex in Kerala.,Medium
2721,A single mother faced cyberbullying on a footbridge in Assam.,Medium
2722,"Child marriage case recorded in a slum area of Dharavi, impacting a widow.",High
2723,A complaint was lodged about human trafficking targeting a domestic worker in a mall in Pune.,High
2724,An incident of physical assault involving a young girl was reported in an apartment complex in Kerala.,High
2725,An incident of harassment involving a female police officer was reported at a cinema hall in Gujarat.,Medium
2726,A domestic worker faced physical assault outside a temple in Varanasi.,High
2727,A female traveler was subjected to eve-teasing in a busy market in Kolkata.,Medium
2728,A woman in distress was subjected to neglect in a slum area of Dharavi.,Low
2729,A complaint was lodged about child marriage targeting a child on a crowded bus in Bengaluru.,High
2730,A complaint was lodged about fraud targeting a single mother near a highway toll booth in Rajasthan.,Low
2731,A female police officer faced neglect at an IT park in Noida.,Medium
2732,An incident of neglect involving a teenage student was reported on a footbridge in Assam.,Medium
2733,A female traveler was subjected to forced begging at a metro station in Delhi.,Low
2734,A widow faced dowry harassment on a footbridge in Assam.,Medium
2735,A teenage student was subjected to human trafficking on a crowded bus in Bengaluru.,High
2736,A working woman was subjected to harassment in a slum area of Dharavi.,Medium
2737,A teenage student faced fraud at a metro station in Delhi.,Medium
2738,An incident of domestic violence involving a widow was reported near a coaching center in Kota.,Medium
2739,"Public indecency case recorded on a crowded bus in Bengaluru, impacting a young girl.",Low
2740,A female police officer faced threatening behavior in a village in Uttar Pradesh.,Medium
2741,A complaint was lodged about human trafficking targeting a working woman inside a hostel in Punjab.,High
